Nom du rapport,Description,Dossier
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pgMUAQ/view?queryScope=userFolders,How many activities are my users completing?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pgIUAQ/view?queryScope=userFolders,Who is creating custom reports?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X000007qTHVUA2/view?queryScope=userFolders,What documents are in the document library?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pgGUAQ/view?queryScope=userFolders,Who is tweaking custom reports?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pfzUAA/view?queryScope=userFolders,How many leads has each lead source generated for me?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pgKUAQ/view?queryScope=userFolders,Who is logging in the most?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pg9UAA/view?queryScope=userFolders,Who is not logging in?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pg5UAA/view?queryScope=userFolders,How do sales this month correlate to prior months?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pfwUAA/view?queryScope=userFolders,How many open support cases do we have by priority?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pfxUAA/view?queryScope=userFolders,What deals have not closed yet?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pfyUAA/view?queryScope=userFolders,What pipeline do I have by close month?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pg2UAA/view?queryScope=userFolders,Who are my top sales reps?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pfvUAA/view?queryScope=userFolders,How much pipeline is at each sales stage?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pg0UAA/view?queryScope=userFolders,Which accounts are generating the most sales opportunities?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X0000089pg4UAA/view?queryScope=userFolders,What is the status of leads created this quarter?,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000JeZj2AK/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000JeZt2AK/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000L6N12AK/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb0000014uHZMAY/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000000pNc5IAE/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FScvMAG/view?queryScope=userFolders,Taux de conversion des pistes pour chaque type de sources individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LFn72AG/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000rxgHMAQ/view?queryScope=userFolders,Taux de conversion des pistes pour chaque type de sources,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000Ly6g2AC/view?queryScope=userFolders,Nombres de pistes totales par sources,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
Toutes les pistes par sources - Cristina,Nombres de pistes totales par sources individuel Cristina,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FSg9MAG/view?queryScope=userFolders,Nombres de pistes totales par sources individuel Cristina,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000s15ZMAQ/view?queryScope=userFolders,Nombres de pistes totales par sources TBO,https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000MAQl2AO/view?queryScope=userFolders,"Taux de conversion des pistes par source, hors Vtiger et 2LU année fiscale en cours",https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LyLu2AK/view?queryScope=userFolders,"Taux de conversion des pistes par source, hors Vtiger et 2LU",https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X000007rGnlUAE/view?queryScope=userFolders,Audits qualité réalisé par le commercial auprès de son client à J+30 à partir de la date de Première Prestation.,https://codexa.lightning.force.com/lightning/r/sObject/00l2X000002CAqvQAG/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000MAQv2AO/view?queryScope=userFolders,"Taux de conversion des pistes par sources, FY -1",https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000MARt2AO/view?queryScope=userFolders,"Taux de conversion des pistes par sources, FY",https://codexa.lightning.force.com/lightning/o/Report/home?queryScope=organizationOwned
https://codexa.lightning.force.com/lightning/r/sObject/00O2X000007r7rIUAQ/view?queryScope=userFolders,Taux de conversion des pistes par source d'affaire (origine de la piste) = site codexa (opportunité),https://codexa.lightning.force.com/lightning/r/sObject/00l2X000002CAqvQAG/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00O2X000007rHIHUA2/view?queryScope=userFolders,Taux de transformation des opportunités par commercial,https://codexa.lightning.force.com/lightning/r/sObject/00l2X000002CAqvQAG/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00O2X000007r9K4UAI/view?queryScope=userFolders,Taux de transformation des opportunités par commercial et par Source d'Affaire,https://codexa.lightning.force.com/lightning/r/sObject/00l2X000002CAqvQAG/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LyMP2A0/view?queryScope=userFolders,Total Ponctuel + récurrent après signature. année fiscale précédente,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
VA prévisionnel Global FY-1,Total Ponctuel + récurrent avant signature année fiscale précédente,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FSUrMAO/view?queryScope=userFolders,Total Ponctuel + récurrent des opportunités fermées perdues individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000rwp3MAA/view?queryScope=userFolders,Total Ponctuel + récurrent des opportunités fermées perdues,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LyPN2A0/view?queryScope=userFolders,Total Ponctuel + récurrent des opportunités fermées perdues année fiscale précédente,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LyJA2A0/view?queryScope=userFolders,Total Ponctuel + récurrent des opportunités fermées perdues,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb0000010Y2jMAE/view?queryScope=userFolders,,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FS6fMAG/view?queryScope=userFolders,Total Ponctuel + récurrent après signature. année fiscale en cours individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LyIq2AK/view?queryScope=userFolders,Total Ponctuel + récurrent après signature. année fiscale en cours,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000rwfNMAQ/view?queryScope=userFolders,Total Ponctuel + récurrent après signature. année fiscale en cours,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FPtaMAG/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001F0f3MAC/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000001FQ4rMAG/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature individuel Cristina,https://codexa.lightning.force.com/lightning/r/sObject/00lSb000001YzGbIAK/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OAX000000LtRC2A0/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000rw5tMAA/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000wglFMAQ/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
https://codexa.lightning.force.com/lightning/r/sObject/00OSb000000wo4TMAQ/view?queryScope=userFolders,Total Ponctuel + récurrent avant signature,https://codexa.lightning.force.com/lightning/r/sObject/00lAX000000M6ENYA0/view?queryScope=userFolders
